FIPS Code,Geographic Area,AIGE
48359,Oldham County,3.753511
48361,Orange County,0.0063024
48363,Palo Pinto County,-1.075706
48365,Panola County,-0.8852295
48367,Parker County,0.0649882
48369,Parmer County,1.457074
48371,Pecos County,-1.88086
48373,Polk County,0.421075
48375,Potter County,0.2637944
48377,Presidio County,-1.190953
48379,Rains County,-0.0333614
48381,Randall County,-0.5558924
48383,Reagan County,-2.254638
48385,Real County,-1.366475
48387,Red River County,0.6514377
48389,Reeves County,-2.418593
48391,Refugio County,-2.868937
48393,Roberts County,-1.735049
48395,Robertson County,-0.9467699
48397,Rockwall County,-0.4804691
48399,Runnels County,-0.8420747
48401,Rusk County,-0.8733695
48403,Sabine County,0.0151721
48405,San Augustine County,-1.6893
48407,San Jacinto County,-0.0736766
48409,San Patricio County,-0.0447062
48411,San Saba County,-2.111264
48413,Schleicher County,2.100136
48415,Scurry County,-0.5536425
48417,Shackelford County,-2.322628
48419,Shelby County,-0.582352
48421,Sherman County,-6.062173
48423,Smith County,0.233028
48425,Somervell County,0.3105366
48427,Starr County,2.292606
48429,Stephens County,0.0340724
48431,Sterling County,1.495611
48433,Stonewall County,-2.750884
48435,Sutton County,-2.423767
48437,Swisher County,-3.817843
48439,Tarrant County,0.5876097
48441,Taylor County,0.6807402
48443,Terrell County,-0.7585409
48445,Terry County,1.401355
48447,Throckmorton County,-0.5562967
48449,Titus County,0.3730176
48451,Tom Green County,-0.0117738
48453,Travis County,1.498222
48455,Trinity County,0.8420567
48457,Tyler County,-1.390784
48459,Upshur County,1.515969
48461,Upton County,2.120846
48463,Uvalde County,-0.0863397
48465,Val Verde County,-0.1815311
48467,Van Zandt County,-0.8650304
48469,Victoria County,-0.2428904
48471,Walker County,1.100205
48473,Waller County,-1.351416
48475,Ward County,-1.780925
48477,Washington County,-0.6417139
48479,Webb County,0.3976465
48481,Wharton County,0.0202868
48483,Wheeler County,-2.232363
48485,Wichita County,0.0676084
48487,Wilbarger County,0.8062765
48489,Willacy County,-0.999079
48491,Williamson County,0.4584762
48493,Wilson County,-1.35116
48495,Winkler County,-1.398637
48497,Wise County,-0.8467112
48499,Wood County,0.2009132
48501,Yoakum County,-2.661824
48503,Young County,1.444504
48505,Zapata County,-1.47497
48507,Zavala County,3.150906
49000,Utah,1.021964
49001,Beaver County,0.9811258
49003,Box Elder County,-1.301754
49005,Cache County,0.9365196
49007,Carbon County,0.289561
49009,Daggett County,3.750664
49011,Davis County,0.751527
49013,Duchesne County,0.1182102
49015,Emery County,-0.2903553
49017,Garfield County,-1.344058
49019,Grand County,-1.570156
49021,Iron County,0.0038284
49023,Juab County,0.1139578
49025,Kane County,-1.758609
49027,Millard County,-1.282387
49029,Morgan County,-1.209504
49031,Piute County,-3.617044
49033,Rich County,-2.402872
49035,Salt Lake County,1.33066
49037,San Juan County,1.415272
49039,Sanpete County,-1.303023
49041,Sevier County,-0.1120801
49043,Summit County,-0.6502898
49045,Tooele County,-0.5795406
49047,Uintah County,-0.430065
49049,Utah County,0.8748258
49051,Wasatch County,-0.2986589
49053,Washington County,-0.4770663
49055,Wayne County,1.817626
49057,Weber County,0.0184974
50000,Vermont,1.019968
50001,Addison County,0.6829423
50003,Bennington County,0.7602026
50005,Caledonia County,0.9095454
50007,Chittenden County,1.154007
50009,Essex County,-3.427627
50011,Franklin County,-1.214567
50013,Grand Isle County,1.200294
50015,Lamoille County,-0.0846137
50017,Orange County,1.353594
50019,Orleans County,0.6487582
50021,Rutland County,-0.3596434
50023,Washington County,1.570159
50025,Windham County,0.4227761
50027,Windsor County,0.3057869
51000,Virginia,1.254353
51001,Accomack County,0.3897599
51003,Albemarle County,1.108757
51005,Alleghany County,0.8802515
51007,Amelia County,-1.867067
51009,Amherst County,-0.2337626
51011,Appomattox County,-2.245124
51013,Arlington County,2.694699
51015,Augusta County,-1.259671
51017,Bath County,-1.215033
51019,Bedford County,-0.0303903
51021,Bland County,-0.4167531
51023,Botetourt County,-0.9479825
51025,Brunswick County,-1.929968
51027,Buchanan County,-0.6585575
51029,Buckingham County,-0.8538512
51031,Campbell County,-0.3517626
51033,Caroline County,-0.870872
51035,Carroll County,0.7879023
51036,Charles City County,-3.065516
51037,Charlotte County,-2.318219
51041,Chesterfield County,0.3520737
51043,Clarke County,-1.03575
51045,Craig County,-4.066803
51047,Culpeper County,-0.4423969
51049,Cumberland County,-4.251112
51051,Dickenson County,-0.5575709
51053,Dinwiddie County,-3.738374
51057,Essex County,0.2769686
51059,Fairfax County,2.447033
51061,Fauquier County,-0.0294216
51063,Floyd County,0.2346807
51065,Fluvanna County,-1.238468
51067,Franklin County,-0.6000645
51069,Frederick County,-1.492573
51071,Giles County,-0.5403029
51073,Gloucester County,0.3090684
51075,Goochland County,1.149673
51077,Grayson County,1.441375
51079,Greene County,-1.96305
51081,Greensville County,-2.277207
51083,Halifax County,-0.0733987
51085,Hanover County,-0.430611
51087,Henrico County,1.422054
51089,Henry County,-1.973399
51091,Highland County,-1.107872
51093,Isle of Wight County,-0.3176004
51095,James City County,0.0522299
51097,King and Queen County,-2.262478
51099,King George County,2.2515
51101,King William County,-1.24219
51103,Lancaster County,-0.1634232
51105,Lee County,0.3675392
51107,Loudoun County,0.7309886
51109,Louisa County,-1.202572
51111,Lunenburg County,-0.0193759
51113,Madison County,-0.8853949
51115,Mathews County,-0.9336454
51117,Mecklenburg County,0.8307478
51119,Middlesex County,-1.084908
51121,Montgomery County,-0.0732479
51125,Nelson County,-1.563759
51127,New Kent County,-1.721826
51131,Northampton County,-0.3180371
51133,Northumberland County,-1.585763
51135,Nottoway County,1.337405
51137,Orange County,-1.127
51139,Page County,-0.6564072
51141,Patrick County,-1.782378
51143,Pittsylvania County,-0.1284811
51145,Powhatan County,-1.567749
51147,Prince Edward County,0.6313823
51149,Prince George County,0.2131253
51153,Prince William County,-0.2040318
51155,Pulaski County,-1.155338
51157,Rappahannock County,-1.100338
51159,Richmond County,-1.453052
51161,Roanoke County,0.4939085
51163,Rockbridge County,-0.8931535
51165,Rockingham County,-2.110704
51167,Russell County,1.299221
51169,Scott County,0.4130163
51171,Shenandoah County,-0.7446789
51173,Smyth County,-0.1171879
51175,Southampton County,-1.657917
51177,Spotsylvania County,1.087949
51179,Stafford County,0.2140509
51181,Surry County,-0.3347618
51183,Sussex County,-0.7812376
51185,Tazewell County,1.257049
51187,Warren County,-0.0346867
51191,Washington County,0.6608059
51193,Westmoreland County,-0.2014272
51195,Wise County,1.769225
51197,Wythe County,-0.9425904
51199,York County,0.1948908
51510,Alexandria city,2.049446
51520,Bristol city,-0.5026408
51530,Buena Vista city,-2.830074
51540,Charlottesville city,0.65737
51550,Chesapeake city,0.2172998
51570,Colonial Heights city,0.9767397
51580,Covington city,-1.257724
51590,Danville city,-0.2009303
51595,Emporia city,1.384208
51600,Fairfax city,2.051636
51610,Falls Church city,1.331175
51620,Franklin city,2.380033
51630,Fredericksburg city,0.3435462
51640,Galax city,1.823511
51650,Hampton city,0.8572687
51660,Harrisonburg city,1.035049
51670,Hopewell city,-0.153934
51678,Lexington city,0.3789739
51680,Lynchburg city,0.9152802
51683,Manassas city,0.8501067
51685,Manassas Park city,-2.958556
51690,Martinsville city,1.508651
51700,Newport News city,0.350285
51710,Norfolk city,0.6091291
51720,Norton city,2.674214
51730,Petersburg city,-0.0283949
51735,Poquoson city,-2.117938
51740,Portsmouth city,-0.5057608
51750,Radford city,-0.9012483
51760,Richmond city,1.484804
51770,Roanoke city,0.7239944
51775,Salem city,0.0750067
51790,Staunton city,0.0631074
51800,Suffolk city,-0.2893342
51810,Virginia Beach city,0.4540617
51820,Waynesboro city,1.13242
51830,Williamsburg city,-0.2894551
51840,Winchester city,0.901009
53000,Washington,1.08479
53001,Adams County,-2.106855
53003,Asotin County,-0.8209462
53005,Benton County,-0.0566528
53007,Chelan County,-0.5179268
53009,Clallam County,0.1608635
53011,Clark County,0.4532718
53013,Columbia County,1.406369
53015,Cowlitz County,-0.8784371
53017,Douglas County,-1.687116
53019,Ferry County,1.296549
53021,Franklin County,-0.981616
53023,Garfield County,4.195065
53025,Grant County,-0.1589602
53027,Grays Harbor County,-0.9160855
53029,Island County,-0.2132459
53031,Jefferson County,-0.2563189
53033,King County,1.6137
53035,Kitsap County,0.2100473
53037,Kittitas County,-1.340274
53039,Klickitat County,-0.4118842
53041,Lewis County,-0.9868803
53043,Lincoln County,1.923986
53045,Mason County,-0.4540665
53047,Okanogan County,0.0847517
53049,Pacific County,-1.198943
53051,Pend Oreille County,-2.070744
53053,Pierce County,0.0106809
53055,San Juan County,-0.883623
53057,Skagit County,0.1487763
53059,Skamania County,-1.380499
53061,Snohomish County,0.475392
53063,Spokane County,0.9175941
53065,Stevens County,0.7758576
53067,Thurston County,0.8330149
53069,Wahkiakum County,-1.87594
53071,Walla Walla County,0.6351651
53073,Whatcom County,-0.1664017
53075,Whitman County,0.1969784
53077,Yakima County,-1.237316
54000,West Virginia,0.6933692
54001,Barbour County,0.2784207
54003,Berkeley County,0.8729731
54005,Boone County,0.2960645
54007,Braxton County,-1.063789
54009,Brooke County,-0.8043156
54011,Cabell County,0.8125188
54013,Calhoun County,-2.712022
54015,Clay County,-0.3761801
54017,Doddridge County,0.7442948
54019,Fayette County,0.2535935
54021,Gilmer County,-2.177372
54023,Grant County,0.7597291
54025,Greenbrier County,0.7087031
54027,Hampshire County,-1.1035
54029,Hancock County,-0.2779963
54031,Hardy County,-0.9172668
54033,Harrison County,0.4567472
54035,Jackson County,-0.2722256
54037,Jefferson County,-0.4942952
54039,Kanawha County,1.210395
54041,Lewis County,-0.6285946
54043,Lincoln County,2.617265
54045,Logan County,0.7486001
54047,McDowell County,-0.1690335
54049,Marion County,0.1293715
54051,Marshall County,0.8444301
54053,Mason County,-0.3051307
54055,Mercer County,-0.3172022
54057,Mineral County,0.3486008
54059,Mingo County,1.343545
54061,Monongalia County,0.9044282
54063,Monroe County,1.644147
54065,Morgan County,2.252688
54067,Nicholas County,0.8348234
54069,Ohio County,0.6571853
54071,Pendleton County,1.763141
54073,Pleasants County,-1.559404
54075,Pocahontas County,-1.369496
54077,Preston County,-1.230264
54079,Putnam County,-0.6373875
54081,Raleigh County,0.3479149
54083,Randolph County,0.2505219
54085,Ritchie County,-1.846351
54087,Roane County,0.8523462
54089,Summers County,1.887669
54091,Taylor County,-1.257659
54093,Tucker County,-1.256159
54095,Tyler County,-0.0087152
54097,Upshur County,0.3456569
54099,Wayne County,1.63988
54101,Webster County,-2.879427
54103,Wetzel County,-1.096643
54105,Wirt County,2.930226
54107,Wood County,-0.27197
54109,Wyoming County,0.2903739
55000,Wisconsin,0.7248446
55001,Adams County,-1.21731
55003,Ashland County,0.6535046
55005,Barron County,-0.4317363
55007,Bayfield County,-2.197544
55009,Brown County,0.7391953
55011,Buffalo County,0.4858404
55013,Burnett County,-1.313238
55015,Calumet County,-0.8490945
55017,Chippewa County,-0.5877958
55019,Clark County,-0.2933576
55021,Columbia County,-0.5851694
55023,Crawford County,-0.4260231
55025,Dane County,1.555875
55027,Dodge County,-0.4850431
55029,Door County,-0.6539301
55031,Douglas County,0.4610729
55033,Dunn County,-1.424546
55035,Eau Claire County,1.285445
55037,Florence County,-2.96724
55039,Fond du Lac County,-0.2027991
55041,Forest County,0.6529689
55043,Grant County,0.5064068
55045,Green County,-0.0191889
55047,Green Lake County,-1.247424
55049,Iowa County,-1.085134
55051,Iron County,-1.771583
55053,Jackson County,-1.078712
55055,Jefferson County,-0.0251343
55057,Juneau County,0.2734621
55059,Kenosha County,-0.5559651
55061,Kewaunee County,0.7303892
55063,La Crosse County,0.4713033
55065,Lafayette County,-0.8917068
55067,Langlade County,-0.2401769
55069,Lincoln County,-1.114264
55071,Manitowoc County,-0.1032598
55073,Marathon County,0.5980032
55075,Marinette County,-0.7443418
55077,Marquette County,0.2737384
55078,Menominee County,3.284826
55079,Milwaukee County,1.290862
55081,Monroe County,0.1790523
55083,Oconto County,0.3824625
55085,Oneida County,0.163893
55087,Outagamie County,0.0684368
55089,Ozaukee County,0.1614945
55091,Pepin County,0.2844044
55093,Pierce County,-1.248535
55095,Polk County,0.3320104
55097,Portage County,-0.6178445
55099,Price County,0.1494444
55101,Racine County,-0.1086001
55103,Richland County,-0.2601981
55105,Rock County,0.417097
55107,Rusk County,0.2089524
55109,St. Croix County,-0.4313625
55111,Sauk County,-0.3922504
55113,Sawyer County,-0.0027535
55115,Shawano County,-0.9330029
55117,Sheboygan County,-0.3176642
55119,Taylor County,-1.056538
55121,Trempealeau County,0.2481485
55123,Vernon County,0.2937108
55125,Vilas County,-0.7440981
55127,Walworth County,-0.8765773
55129,Washburn County,0.4590246
55131,Washington County,-0.1241212
55133,Waukesha County,0.766136
55135,Waupaca County,-0.1196554
55137,Waushara County,0.05908
55139,Winnebago County,0.38219
55141,Wood County,-0.033995
56000,Wyoming,0.0603194
56001,Albany County,-0.0639907
56003,Big Horn County,-1.760279
56005,Campbell County,-0.82019
56007,Carbon County,-0.9537921
56009,Converse County,-2.159885
56011,Crook County,-0.8669233
56013,Fremont County,0.7368135
56015,Goshen County,0.0006351
56017,Hot Springs County,-1.024882
56019,Johnson County,-0.8780924
56021,Laramie County,-0.3646311
56023,Lincoln County,-0.6815501
56025,Natrona County,-0.3051925
56027,Niobrara County,2.37791
56029,Park County,0.0257641
56031,Platte County,-1.629203
56033,Sheridan County,0.3420237
56035,Sublette County,-1.502848
56037,Sweetwater County,-0.2255882
56039,Teton County,-1.229523
56041,Uinta County,-0.5616767
56043,Washakie County,-0.5977742
56045,Weston County,-0.1580794
72000,Puerto Rico,1.115893
72001,Adjuntas Municipio,0.1768986
72003,Aguada Municipio,-0.2475109
72005,Aguadilla Municipio,1.253892
72007,Aguas Buenas Municipio,0.5367036
72009,Aibonito Municipio,0.9175909
72011,Añasco Municipio,0.7648629
72013,Arecibo Municipio,0.8991741
72015,Arroyo Municipio,1.563363
72017,Barceloneta Municipio,-0.2173005
72019,Barranquitas Municipio,-0.4444068
72021,Bayamón Municipio,0.6154161
72023,Cabo Rojo Municipio,-0.5697058
72025,Caguas Municipio,0.2990335
72027,Camuy Municipio,-0.7690712
72029,Canóvanas Municipio,0.066352
72031,Carolina Municipio,-0.4915299
72033,Cataño Municipio,-3.017765
72035,Cayey Municipio,1.339941
72037,Ceiba Municipio,0.6145744
72039,Ciales Municipio,-0.8448018
72041,Cidra Municipio,-0.7469193
72043,Coamo Municipio,-0.3265022
72045,Comerío Municipio,-0.9166637
72047,Corozal Municipio,0.4422743
72049,Culebra Municipio,-2.516921
72051,Dorado Municipio,0.0311231
72053,Fajardo Municipio,-0.5391167
72054,Florida Municipio,-0.2712681
72055,Guánica Municipio,1.578908
72057,Guayama Municipio,-0.0713828
72059,Guayanilla Municipio,0.1474693
72061,Guaynabo Municipio,2.114074
72063,Gurabo Municipio,0.7017335
72065,Hatillo Municipio,-0.6294462
72067,Hormigueros Municipio,3.289952
72069,Humacao Municipio,0.4978722
72071,Isabela Municipio,-0.0522312
72073,Jayuya Municipio,0.7989742
72075,Juana Díaz Municipio,-0.2187731
72077,Juncos Municipio,1.241448
72079,Lajas Municipio,0.0382302
72081,Lares Municipio,1.017647
72083,Las Marías Municipio,0.2104616
72085,Las Piedras Municipio,0.3350246
72087,Loíza Municipio,-1.097438
72089,Luquillo Municipio,-1.732617
72091,Manatí Municipio,1.558025
72093,Maricao Municipio,-3.617044
72095,Maunabo Municipio,-0.5137098
72097,Mayagüez Municipio,0.7619935
72099,Moca Municipio,0.1887073
72101,Morovis Municipio,-0.0340176
72103,Naguabo Municipio,-1.374864
72105,Naranjito Municipio,-0.1525528
72107,Orocovis Municipio,-0.2512535
72109,Patillas Municipio,2.278071
72111,Peñuelas Municipio,-0.8376051
72113,Ponce Municipio,0.616633
72115,Quebradillas Municipio,-0.4086444
72117,Rincón Municipio,-1.206702
72119,Río Grande Municipio,-1.072808
72121,Sabana Grande Municipio,-0.1342999
72123,Salinas Municipio,0.484923
72125,San Germán Municipio,2.258284
72127,San Juan Municipio,1.423395
72129,San Lorenzo Municipio,0.1098321
72131,San Sebastián Municipio,0.2820227
72133,Santa Isabel Municipio,1.382835
72135,Toa Alta Municipio,-0.5692034
72137,Toa Baja Municipio,-1.406421
72139,Trujillo Alto Municipio,0.579188
72141,Utuado Municipio,-0.0582076
72143,Vega Alta Municipio,0.0359312
72145,Vega Baja Municipio,-0.4465982
72147,Vieques Municipio,-2.882463
72149,Villalba Municipio,-0.2331246
72151,Yabucoa Municipio,0.2123254
72153,Yauco Municipio,-0.2470293
